"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,86.8,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,86.9,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,67.8,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,68.4,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,68.7,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.7,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.5,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.8,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,2.7,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,89.8,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,91.1,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,90.8,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,83.6,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,83.3,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.4,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.8,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,3.2,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.5,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.5,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.3,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.9,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,91.4,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,91.7,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,91.6,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,58.4,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,59,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,58.7,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.6,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.4,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.5,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.7,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.5,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.6,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,90.5,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,90.6,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,90.5,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,83.5,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,83.6,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.5,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.3,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.3,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.7,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.8,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.7,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,91.2,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,91.1,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,81.8,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,82.1,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.1,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.2,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.5,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.8,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.1,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,86.5,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,86.3,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,86.2,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,81.6,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,80.9,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,81.9,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.7,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.5,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.5,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,90.1,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,90.7,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,90.4,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,82.2,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,82.2,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,82,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.6,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.4,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.4,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.2,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,88.1,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,88,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,88.6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,83.6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,83.6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.8,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,5.3,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,5.9,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,5,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,6.1,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,6.5,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,6.1,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,87.2,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,88.2,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,81.8,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,81.5,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,81.8,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,5.1,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,5.3,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.9,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,6,,
